MBFC Source Link,MBFC link,Source,Bias,Reporting,MBFS Source Link Base
http://www.outsidethebeltway.com/,https://mediabiasfactcheck.com/outside-the-beltway/,Outside The Beltway,Left-Center,High,outsidethebeltway.com
https://www.oyez.org,https://mediabiasfactcheck.com/oyez-project/,Oyez Project,Least,Very High,oyez.org
http://www.ozy.com/,https://mediabiasfactcheck.com/ozy-media/,Ozy Media,Left-Center,High,ozy.com
http://www.pacificresearch.org/home/,https://mediabiasfactcheck.com/pacific-research-institute/,Pacific Research Institute,Right-Center,High,pacificresearch.org
http://www.paho.org,https://mediabiasfactcheck.com/pan-american-health-organization-paho/,Pan American Health Organization (PAHO),Pro-Science,High,paho.org
https://panampost.com/,https://mediabiasfactcheck.com/panam-post/,PanAm Post,Left-Center,High,panampost.com
http://parallax.news/,https://mediabiasfactcheck.com/parallax-news-pxw/,Parallax News (PXW),Least,High,parallax.news
https://www.pastemagazine.com/,https://mediabiasfactcheck.com/paste-magazine/,Paste Magazine,Left,High,pastemagazine.com
https://patrioticmillionaires.org,https://mediabiasfactcheck.com/patriotic-millionaires/,Patriotic Millionaires,Left-Center,High,patrioticmillionaires.org
http://www.pbs.org/newshour/,https://mediabiasfactcheck.com/pbs-news-hour/,PBS News Hour,Left-Center,High,pbs.org
http://www.peninsuladailynews.com/,https://mediabiasfactcheck.com/peninsula-daily-news/,Peninsula Daily News,Right-Center,High,peninsuladailynews.com
http://www.pfaw.org,https://mediabiasfactcheck.com/people-american-way-pfaw/,People for the American Way (PFAW),Left,High,pfaw.org
http://people.com/politics/,https://mediabiasfactcheck.com/people-magazine/,People Magazine,Left,High,people.com
http://www.pgpf.org/,https://mediabiasfactcheck.com/peterson-foundation/,Peterson Foundation,Least,High,pgpf.org
https://piie.com/,https://mediabiasfactcheck.com/peterson-institute-for-international-economics/,Peterson Institute for International Economics,Least,High,piie.com
http://www.pewresearch.org/,https://mediabiasfactcheck.com/pew-research/,Pew Research,Least,Very High,pewresearch.org
http://www.philly.com/inquirer/,https://mediabiasfactcheck.com/philadelphia-inquirer/,Philadelphia Inquirer,Left-Center,High,philly.com
https://www.inquirer.net/,https://mediabiasfactcheck.com/philippine-daily-inquirer/,Philippine Daily Inquirer,Left-Center,High,inquirer.net
http://phys.org/,https://mediabiasfactcheck.com/phys-org/,Phys.org,Pro-Science,Very High,phys.org
https://photographyisnotacrime.com/,https://mediabiasfactcheck.com/pinac/,PINAC,Left,High,photographyisnotacrime.com
http://www.pinknews.co.uk/home/,https://mediabiasfactcheck.com/pink-news/,Pink News,Left,High,pinknews.co.uk
http://triblive.com/,https://mediabiasfactcheck.com/pittsburgh-tribune-review/,Pittsburgh Tribune Review,Right-Center,High,triblive.com
http://www.ispp.org/news/journal,https://mediabiasfactcheck.com/political-psychology-journal/,Political Psychology Journal,Pro-Science,Very High,ispp.org
https://mavenroundtable.io/politicalstorm/,https://mediabiasfactcheck.com/political-storm/,Political Storm,Least,High,mavenroundtable.io
https://mavenroundtable.io/politicalstorm/,https://mediabiasfactcheck.com/political-storm/,Political Storm,Least,High,mavenroundtable.io
http://politicsthatwork.com/,https://mediabiasfactcheck.com/politics-that-work/,Politics That Work,Left-Center,High,politicsthatwork.com
http://www.politicususa.com/,https://mediabiasfactcheck.com/politicususa/,PoliticusUSA,Left,High,politicususa.com
http://www.polygraph.info/,https://mediabiasfactcheck.com/polygraph-info/,Polygraph.info,Least,Very High,polygraph.info
http://www.popularmechanics.com/,https://mediabiasfactcheck.com/popular-mechanics/,Popular Mechanics,Pro-Science,Very High,popularmechanics.com
http://www.popsci.com/,https://mediabiasfactcheck.com/popular-science/,Popular Science,Pro-Science,Very High,popsci.com
http://www.populationconnection.org,https://mediabiasfactcheck.com/population-connection/,Population Connection,Left-Center,High,populationconnection.org
http://www.pressherald.com/,https://mediabiasfactcheck.com/portland-press-herald/,Portland Press-Herald,Left-Center,High,pressherald.com
http://www.powerlineblog.com/,https://mediabiasfactcheck.com/power-line/,Power Line,Right,High,powerlineblog.com
http://prnewswire.mediaroom.com/,https://mediabiasfactcheck.com/pr-newswire/,PR Newswire,Least,High,prnewswire.mediaroom.com
https://www.pressprogress.ca/,https://mediabiasfactcheck.com/press-progress/,Press Progress,Left,High,pressprogress.ca
http://www.pnas.org/,https://mediabiasfactcheck.com/proceedings-of-the-national-academy-of-sciences-of-the-united-states-of-america-pnas/,Proceedings of the National Academy of Sciences of the United States of America (PNAS),Pro-Science,Very High,pnas.org
https://www.procon.org/,https://mediabiasfactcheck.com/procon-org/,ProCon.org,Least,High,procon.org
http://progressivearmy.com,https://mediabiasfactcheck.com/progressive-army/,Progressive Army,Left,High,progressivearmy.com
http://projectcensored.org/,https://mediabiasfactcheck.com/project-censored/,Project Censored,Left,High,projectcensored.org
https://www.project-syndicate.org/,https://mediabiasfactcheck.com/project-syndicate/,Project Syndicate,Least,High,project-syndicate.org
https://www.psychologytoday.com/,https://mediabiasfactcheck.com/psychology-today/,Psychology Today,Pro-Science,Very High,psychologytoday.com
http://www.psypost.org/,https://mediabiasfactcheck.com/psypost/,Psypost,Pro-Science,Very High,psypost.org
https://www.citizen.org/,https://mediabiasfactcheck.com/public-citizen/,Public Citizen,Left-Center,High,citizen.org
https://www.plos.org/,https://mediabiasfactcheck.com/public-library-science-plos/,Public Library of Science (PLOS),Pro-Science,High,plos.org
http://www.ncbi.nlm.nih.gov/pubmed,https://mediabiasfactcheck.com/pubmed/,PubMed,Pro-Science,Very High,ncbi.nlm.nih.gov
http://punchingbagpost.com/,https://mediabiasfactcheck.com/punchingbag-post/,PunchingBag Post,Right-Center,High,punchingbagpost.com
http://putintrump.org/,https://mediabiasfactcheck.com/putintrump-org/,PutinTrump.org,Left,High,putintrump.org
http://www.quackwatch.org/,https://mediabiasfactcheck.com/quackwatch/,Quackwatch,Pro-Science,High,quackwatch.org
https://www.quantamagazine.org/,https://mediabiasfactcheck.com/quanta-magazine/,Quanta Magazine,Pro-Science,Very High,quantamagazine.org
http://qz.com/,https://mediabiasfactcheck.com/quartz/,Quartz,Left-Center,High,qz.com
https://www.queerty.com,https://mediabiasfactcheck.com/queerty/,Queerty,Left,High,queerty.com
http://quillette.com/,https://mediabiasfactcheck.com/quillette/,Quillette,Right-Center,High,quillette.com
http://www.rstreet.org/,https://mediabiasfactcheck.com/r-street-institute/,R Street Institute,Right-Center,High,rstreet.org
http://rabble.ca/,https://mediabiasfactcheck.com/rabble-ca/,Rabble.ca,Left,High,rabble.ca
http://www.rfa.org/english/,https://mediabiasfactcheck.com/radio-free-asia/,Radio Free Asia,Left-Center,High,rfa.org
http://www.newsobserver.com/,https://mediabiasfactcheck.com/raleigh-news-observer/,Raleigh News and Observer,Left-Center,High,newsobserver.com
http://www.rasmussenreports.com/,https://mediabiasfactcheck.com/rasmussen-reports/,Rasmussen Reports,Right-Center,High,rasmussenreports.com
http://rationalwiki.org/wiki/Main_Page,https://mediabiasfactcheck.com/rationalwiki/,RationalWiki,Left-Center,High,rationalwiki.org
http://www.readingthepictures.org,https://mediabiasfactcheck.com/reading-the-pictures/,Reading the Pictures,Left,High,readingthepictures.org
http://www.realcleardefense.com/,https://mediabiasfactcheck.com/real-clear-defense/,Real Clear Defense,Right-Center,High,realcleardefense.com
http://www.realclearpolicy.com/,https://mediabiasfactcheck.com/real-clear-policy/,Real Clear Policy,Right-Center,High,realclearpolicy.com
http://www.realclearscience.com/,https://mediabiasfactcheck.com/real-clear-science/,Real Clear Science,Pro-Science,High,realclearscience.com
http://therealnews.com/t2/,https://mediabiasfactcheck.com/real-news-network/,Real News Network,Left-Center,High,therealnews.com
https://www.realclearreligion.org,https://mediabiasfactcheck.com/realclearreligion/,RealClearReligion,Right-Center,High,realclearreligion.org
http://www.realclimate.org/,https://mediabiasfactcheck.com/realclimate/,RealClimate,Pro-Science,Very High,realclimate.org
http://www.samefacts.com/,https://mediabiasfactcheck.com/reality-based-community/,The Reality-Based Community,Left,High,samefacts.com
https://www.realmofhistory.com,https://mediabiasfactcheck.com/realm-of-history/,Realm of History,Pro-Science,High,realmofhistory.com
https://www.recode.net/,https://mediabiasfactcheck.com/recode/,Recode,Least,High,recode.net
http://www.redpepper.org.uk/,https://mediabiasfactcheck.com/red-pepper/,Red Pepper,Left,High,redpepper.org.uk
http://www.valleynewslive.com/,https://mediabiasfactcheck.com/red-river-valley-news/,Red River Valley News,Right-Center,High,valleynewslive.com
https://redstatedisaster.com,https://mediabiasfactcheck.com/red-state-disaster/,Red State Disaster,Left,High,redstatedisaster.com
http://www.redorbit.com/,https://mediabiasfactcheck.com/redorbit/,RedOrbit,Pro-Science,High,redorbit.com
https://relevantmagazine.com,https://mediabiasfactcheck.com/relevant-magazine/,Relevant Magazine,Least,High,relevantmagazine.com
http://religionnews.com,https://mediabiasfactcheck.com/religion-news-service-rns/,Religion News Service (RNS),Left-Center,High,religionnews.com
https://remingtonresearchgroup.com,https://mediabiasfactcheck.com/remington-research-group/,Remington Research Group,Right-Center,High,remingtonresearchgroup.com
http://reporterslab.org/,https://mediabiasfactcheck.com/reporters-lab/,Reporters Lab,Least,Very High,reporterslab.org
https://rsf.org/en,https://mediabiasfactcheck.com/reporters-without-borders/,Reporters Without Borders,Least,High,rsf.org
https://represent.us/,https://mediabiasfactcheck.com/represent-us/,Represent.Us,Least,High,represent.us
https://www.researchgate.net/,https://mediabiasfactcheck.com/researchgate/,ResearchGate,Pro-Science,High,researchgate.net
https://resourcewatch.org/,https://mediabiasfactcheck.com/resource-watch/,Resource Watch,Pro-Science,High,resourcewatch.org
http://www.restoreamericanglory.com/,https://mediabiasfactcheck.com/restore-american-glory/,Restore American Glory,Right,High,restoreamericanglory.com
http://retractionwatch.com/,https://mediabiasfactcheck.com/retraction-watch/,Retraction Watch,Pro-Science,High,retractionwatch.com
https://www.revealnews.org/,https://mediabiasfactcheck.com/reveal-center-for-investigative-reporting/,Reveal Center for Investigative Reporting,Left-Center,High,revealnews.org
http://reverbpress.news/,https://mediabiasfactcheck.com/reverb-press/,Reverb Press,Left,High,reverbpress.news
http://revolution-news.com/,https://mediabiasfactcheck.com/revolution-news/,Revolution News,Left,High,revolution-news.com
https://rewire.news/,https://mediabiasfactcheck.com/rewire/,Rewire,Left,High,rewire.news
http://rightweb.irc-online.org,https://mediabiasfactcheck.com/right-web/,Right Web,Left-Center,High,rightweb.irc-online.org
https://trofire.com/,https://mediabiasfactcheck.com/ring-of-fire/,Ring of Fire,Left,High,trofire.com
http://www.rollcall.com/,https://mediabiasfactcheck.com/roll-call/,Roll Call,Least,Very High,rollcall.com
http://www.rollingstone.com/,https://mediabiasfactcheck.com/rolling-stone/,Rolling Stone,Left-Center,High,rollingstone.com
http://rooseveltinstitute.org/,https://mediabiasfactcheck.com/roosevelt-institute/,Roosevelt Institute,Left-Center,High,rooseveltinstitute.org
http://rudaw.net/english,https://mediabiasfactcheck.com/rudaw/,Rudaw,Left-Center,High,rudaw.net
http://www.russialies.com,https://mediabiasfactcheck.com/russian-media-monitor/,Russian Media Monitor,Least,High,russialies.com
http://tass.com/,https://mediabiasfactcheck.com/russian-news-agency-tass/,Russian News Agency-TASS,Right-Center,High,tass.com
http://www.sacbee.com/,https://mediabiasfactcheck.com/sacramento-bee/,Sacramento Bee,Left-Center,High,sacbee.com
http://www.srnnews.com/,https://mediabiasfactcheck.com/salem-radio-network-news-srn-news/,Salem Radio Network News (SRN News),Right-Center,High,srnnews.com
http://www.salon.com/,https://mediabiasfactcheck.com/salon/,Salon,Left,High,salon.com
http://www.sltrib.com/,https://mediabiasfactcheck.com/salt-lake-tribune/,Salt Lake Tribune,Left-Center,High,sltrib.com
http://www.sfchronicle.com/,https://mediabiasfactcheck.com/san-francisco-chronicle/,San Francisco Chronicle,Left-Center,High,sfchronicle.com
http://www.mercurynews.com/,https://mediabiasfactcheck.com/san-jose-mercury-news/,San Jose Mercury News,Left-Center,High,mercurynews.com
http://www.independent.com/,https://mediabiasfactcheck.com/santa-barbara-independent/,Santa Barbara Independent,Left-Center,High,independent.com
https://savejersey.com,https://mediabiasfactcheck.com/save-jersey/,Save Jersey,Right,High,savejersey.com
http://www.sayfiereview.com/,https://mediabiasfactcheck.com/sayfie-review/,Sayfie Review,Least,High,sayfiereview.com
http://www.scarymommy.com/,https://mediabiasfactcheck.com/scary-mommy/,Scary Mommy,Left,High,scarymommy.com
http://www.scicentral.com/,https://mediabiasfactcheck.com/scicentral/,SciCentral,Pro-Science,High,scicentral.com
http://www.factcheck.org/scicheck/,https://mediabiasfactcheck.com/scicheck/,SciCheck,Pro-Science,Very High,factcheck.org
https://www.sciencebasedmedicine.org/,https://mediabiasfactcheck.com/science-based-medicine/,Science Based Medicine,Pro-Science,Very High,sciencebasedmedicine.org
https://www.sciencedaily.com/,https://mediabiasfactcheck.com/science-daily/,Science Daily,Pro-Science,Very High,sciencedaily.com
http://sciencedebate.org/,https://mediabiasfactcheck.com/science-debate/,Science Debate,Least,Very High,sciencedebate.org
http://scienceillustrated.com.au/,https://mediabiasfactcheck.com/science-illustrated/,Science Illustrated,Pro-Science,Very High,scienceillustrated.com.au
http://www.sciencemag.org/,https://mediabiasfactcheck.com/science-magazine/,Science Magazine,Pro-Science,Very High,sciencemag.org
http://www.sciencemediacentre.org,https://mediabiasfactcheck.com/science-media-centre/,Science Media Centre,Pro-Science,High,sciencemediacentre.org
https://www.sciencenews.org/,https://mediabiasfactcheck.com/science-news/,Science News,Pro-Science,High,sciencenews.org
https://sciencetrends.com,https://mediabiasfactcheck.com/science-trends/,Science Trends,Pro-Science,High,sciencetrends.com
http://www.sciencealert.com/,https://mediabiasfactcheck.com/sciencealert/,ScienceAlert,Pro-Science,Very High,sciencealert.com
http://scienceblogs.com/,https://mediabiasfactcheck.com/scienceblogs/,ScienceBlogs,Pro-Science,High,scienceblogs.com
https://www.scientificamerican.com/,https://mediabiasfactcheck.com/scientific-american/,Scientific American,Pro-Science,High,scientificamerican.com
http://www.scoopnest.com/,https://mediabiasfactcheck.com/scoopnest/,Scoopnest,Least,High,scoopnest.com
http://www.scotusblog.com/,https://mediabiasfactcheck.com/scotusblog/,SCOTUSblog,Least,High,scotusblog.com
https://scripps.ucsd.edu/news,https://mediabiasfactcheck.com/scripps-institution-oceanography/,Scripps Institution of Oceanography,Pro-Science,High,scripps.ucsd.edu
http://www.seattlepi.com/,https://mediabiasfactcheck.com/seattle-post-intelligencer/,Seattle Post-Intelligencer,Left-Center,High,seattlepi.com
http://www.seattletimes.com/,https://mediabiasfactcheck.com/seattle-times/,Seattle Times,Left-Center,High,seattletimes.com
http://www.seeker.com/,https://mediabiasfactcheck.com/seeker-daily/,Seeker Daily,Pro-Science,High,seeker.com
https://www.sentencingproject.org/,https://mediabiasfactcheck.com/sentencing-project/,Sentencing Project,Left-Center,High,sentencingproject.org
http://www.sfgate.com/,https://mediabiasfactcheck.com/sfgate/,SFGate,Left-Center,High,sfgate.com
https://shadowproof.com,https://mediabiasfactcheck.com/shadow-proof/,Shadow Proof,Left,High,shadowproof.com
http://shameproject.com/,https://mediabiasfactcheck.com/shame-project/,Shame Project,Left-Center,High,shameproject.com
http://www.shareably.net/,https://mediabiasfactcheck.com/shareably/,Shareably,Least,High,shareably.net
http://www.simplepolitics.co.uk,https://mediabiasfactcheck.com/simple-politics/,Simple Politics,Least,High,simplepolitics.co.uk
https://singularityhub.com,https://mediabiasfactcheck.com/singularityhub/,SingularityHub,Pro-Science,High,singularityhub.com
http://www.skepticink.com/,https://mediabiasfactcheck.com/skeptic-ink/,Skeptic Ink,Pro-Science,Very High,skepticink.com
http://www.skeptic.com/,https://mediabiasfactcheck.com/skeptic-magazine/,Skeptic Magazine,Pro-Science,Very High,skeptic.com
https://skepticalscience.com/,https://mediabiasfactcheck.com/skeptical-science/,Skeptical Science,Pro-Science,Very High,skepticalscience.com
https://skeptoid.com/,https://mediabiasfactcheck.com/skeptoid/,Skeptoid,Pro-Science,Very High,skeptoid.com
http://www.skyandtelescope.com/,https://mediabiasfactcheck.com/sky-and-telescope/,Sky and Telescope,Pro-Science,Very High,skyandtelescope.com
http://news.sky.com/,https://mediabiasfactcheck.com/sky-news/,Sky News,Left-Center,High,news.sky.com
http://www.slate.com/,https://mediabiasfactcheck.com/slate/,Slate,Left,High,slate.com
http://www.smithsonianmag.com/,https://mediabiasfactcheck.com/smithsonian-magazine/,Smithsonian Magazine,Pro-Science,Very High,smithsonianmag.com
http://www.worldsocialism.org/spgb/,https://mediabiasfactcheck.com/socialist-standard/,Socialist Standard,Left,High,worldsocialism.org
https://www.societyforscience.org/,https://mediabiasfactcheck.com/society-for-science/,Society for Science,Pro-Science,Very High,societyforscience.org
https://sofrep.com/,https://mediabiasfactcheck.com/sofrep/,SOFREP,Right-Center,High,sofrep.com
https://sojo.net/,https://mediabiasfactcheck.com/sojourners-soho/,Sojourners (Soho),Left-Center,High,sojo.net
https://www.sootoday.com/,https://mediabiasfactcheck.com/sootoday-com/,SooToday.com,Left-Center,High,sootoday.com
http://www.sourcewatch.org/index.php/SourceWatch,https://mediabiasfactcheck.com/sourcewatch/,SourceWatch,Left,High,sourcewatch.org
http://www.scmp.com/,https://mediabiasfactcheck.com/south-china-morning-post/,South China Morning Post,Least,High,scmp.com
http://www.sun-sentinel.com/,https://mediabiasfactcheck.com/south-florida-sun-sentinel/,South Florida Sun-Sentinel,Right-Center,High,sun-sentinel.com
https://www.splcenter.org/,https://mediabiasfactcheck.com/southern-poverty-law-center/,Southern Poverty Law Center,Left-Center,High,splcenter.org
http://www.space.com/,https://mediabiasfactcheck.com/space-com/,Space.com,Pro-Science,Very High,space.com
http://www.sbs.com.au/,https://mediabiasfactcheck.com/special-broadcasting-service-sbs/,Special Broadcasting Service (SBS),Left-Center,High,sbs.com.au
http://www.spiegel.de/international/,https://mediabiasfactcheck.com/spiegel-online/,Spiegel Online,Left-Center,High,spiegel.de
http://www.sctimes.com/,https://mediabiasfactcheck.com/st-cloud-times/,St. Cloud Times,Least,High,sctimes.com
https://www.stpete4peace.org/,https://mediabiasfactcheck.com/st-pete-for-peace/,St. Pete for Peace,Left,High,stpete4peace.org
http://www.nj.com/starledger/,https://mediabiasfactcheck.com/star-ledger/,Star-Ledger,Left-Center,High,nj.com
http://www.star-telegram.com/,https://mediabiasfactcheck.com/star-telegram/,Fort Worth Star-Telegram,Right-Center,High,star-telegram.com
https://www.stripes.com/,https://mediabiasfactcheck.com/stars-and-stripes/,Stars and Stripes,Least,High,stripes.com
https://www.statnews.com/,https://mediabiasfactcheck.com/stat-news/,Stat (News),Least,High,statnews.com
http://www.silive.com/,https://mediabiasfactcheck.com/staten-island-advance/,Staten Island Advance,Left-Center,High,silive.com
http://www.statesmanjournal.com/,https://mediabiasfactcheck.com/statesman-journal/,Statesman Journal,Right-Center,High,statesmanjournal.com
http://stimson.org/,https://mediabiasfactcheck.com/stimson-center/,Stimson Center,Least,High,stimson.org
https://stocknewsusa.com,https://mediabiasfactcheck.com/stock-news-usa/,Stock News USA,Least,High,stocknewsusa.com
http://www.stopfake.org/,https://mediabiasfactcheck.com/stopfake/,StopFake,Left-Center,High,stopfake.org
http://www.strategic-culture.org/,https://mediabiasfactcheck.com/strategic-culture-foundation/,Strategic Culture Foundation,Right-Center,High,strategic-culture.org
https://www.strategypage.com,https://mediabiasfactcheck.com/strategypage/,StrategyPage,Least,High,strategypage.com
https://www.stratfor.com/,https://mediabiasfactcheck.com/stratfor/,Stratfor,Least,High,stratfor.com
https://www.studentnewsdaily.com/,https://mediabiasfactcheck.com/student-daily-news/,Student Daily News,Right-Center,High,studentnewsdaily.com
http://sunlightfoundation.com/,https://mediabiasfactcheck.com/sunlight-foundation/,Sunlight Foundation,Least,Very High,sunlightfoundation.com
http://www.taipeitimes.com/,https://mediabiasfactcheck.com/taipei-times/,Taipei Times,Least,High,taipeitimes.com
http://www.takepart.com/,https://mediabiasfactcheck.com/takepart/,TakePart,Left,High,takepart.com
http://talkingpointsmemo.com/,https://mediabiasfactcheck.com/talking-points-memo/,Talking Points Memo,Left,High,talkingpointsmemo.com
http://www.tallahassee.com/,https://mediabiasfactcheck.com/tallahassee-democrat/,Tallahassee Democrat,Right-Center,High,tallahassee.com
http://www.tampabay.com/,https://mediabiasfactcheck.com/tampa-bay-times/,Tampa Bay Times,Left-Center,High,tampabay.com
http://www.tbo.com/,https://mediabiasfactcheck.com/tampa-tribune/,Tampa Tribune,Right-Center,High,tbo.com
http://taskandpurpose.com/,https://mediabiasfactcheck.com/task-and-purpose/,Task and Purpose,Least,High,taskandpurpose.com
http://taxfoundation.org/,https://mediabiasfactcheck.com/tax-foundation/,Tax Foundation,Right-Center,Very High,taxfoundation.org
http://www.taxpolicycenter.org,https://mediabiasfactcheck.com/tax-policy-center/,Tax Policy Center,Left-Center,High,taxpolicycenter.org
http://www.teapartypatriots.org/,https://mediabiasfactcheck.com/tea-party-patriots/,Tea Party Patriots,Right,High,teapartypatriots.org
http://www.teapartytribune.com/,https://mediabiasfactcheck.com/tea-party-tribune/,Tea Party Tribune,Right,High,teapartytribune.com
https://techcrunch.com,https://mediabiasfactcheck.com/techcrunch/,TechCrunch,Left-Center,High,techcrunch.com
https://techxplore.com/,https://mediabiasfactcheck.com/techxplore/,TechXplore,Pro-Science,Very High,techxplore.com
http://www.texasstandard.org/,https://mediabiasfactcheck.com/texas-standard/,Texas Standard,Least,High,texasstandard.org
https://www.texastribune.org/,https://mediabiasfactcheck.com/texas-tribune/,Texas Tribune,Least,High,texastribune.org
http://www.tharawat-magazine.com/#gs.a9CcWpc,https://mediabiasfactcheck.com/tharawat-magazine/,Tharawat Magazine,Right-Center,High,tharawat-magazine.com
http://www.thatsnonsense.com/,https://mediabiasfactcheck.com/thats-nonsense/,That s Nonsense,Least,High,thatsnonsense.com
http://www.theage.com.au/,https://mediabiasfactcheck.com/the-age-australia/,The Age (Australia),Left-Center,High,theage.com.au
https://www.algemeiner.com/,https://mediabiasfactcheck.com/the-algemeiner-journal/,The Algemeiner Journal,Right-Center,High,algemeiner.com
http://www.theamericanconservative.com/,https://mediabiasfactcheck.com/the-american-conservative/,The American Conservative,Right-Center,High,theamericanconservative.com
https://www.aip.org/,https://mediabiasfactcheck.com/the-american-institute-of-physics/,The American Institute of Physics,Pro-Science,Very High,aip.org
http://www.the-american-interest.com/,https://mediabiasfactcheck.com/the-american-interest/,The American Interest,Right-Center,High,the-american-interest.com
http://prospect.org/,https://mediabiasfactcheck.com/the-american-prospect/,The American Prospect,Left,High,prospect.org
http://chronicle.augusta.com/,https://mediabiasfactcheck.com/the-augusta-chronicle/,The Augusta Chronicle,Right-Center,High,chronicle.augusta.com
http://www.afr.com/,https://mediabiasfactcheck.com/the-australian-financial-review/,The Australian Financial Review,Least,High,afr.com
http://www.theaustralian.com.au/,https://mediabiasfactcheck.com/the-australian/,The Australian,Right-Center,High,theaustralian.com.au
https://www.theautomaticearth.com/,https://mediabiasfactcheck.com/the-automatic-earth/,The Automatic Earth,Left-Center,High,theautomaticearth.com
https://thebaffler.com/,https://mediabiasfactcheck.com/the-baffler/,The Baffler,Left-Center,High,thebaffler.com
https://www.thebalance.com,https://mediabiasfactcheck.com/the-balance/,The Balance,Least,High,thebalance.com
http://www.bangkokpost.com/,https://mediabiasfactcheck.com/the-bangkok-post/,The Bangkok Post,Least,High,bangkokpost.com
http://www.belfercenter.org/,https://mediabiasfactcheck.com/the-belfer-center-for-science-and-international-affairs/,The Belfer Center for Science and International Affairs,Least,High,belfercenter.org
http://www.bmj.com/,https://mediabiasfactcheck.com/the-bmj-british-medical-journal/,The BMJ (British Medical Journal),Pro-Science,Very High,bmj.com
https://www.thebureauinvestigates.com/,https://mediabiasfactcheck.com/the-bureau-of-investigative-journalism/,The Bureau of Investigative Journalism,Least,High,thebureauinvestigates.com
http://www.theburningspear.com/,https://mediabiasfactcheck.com/the-burning-spear/,The Burning Spear,Left,High,theburningspear.com
http://carepublican.com,https://mediabiasfactcheck.com/the-california-republican/,The California Republican,Right,High,carepublican.com
http://www.thecanary.co/,https://mediabiasfactcheck.com/the-canary-uk/,The Canary (UK),Left,High,thecanary.co
http://www.cbpp.org/,https://mediabiasfactcheck.com/the-center-on-budget-and-policy-priorities/,The Center on Budget and Policy Priorities,Left-Center,High,cbpp.org
https://tcf.org/,https://mediabiasfactcheck.com/the-century-foundation/,The Century Foundation,Left-Center,High,tcf.org
http://chicagoreporter.com/,https://mediabiasfactcheck.com/the-chicago-reporter/,The Chicago Reporter,Left-Center,High,chicagoreporter.com
http://www.chinapost.com.tw/,https://mediabiasfactcheck.com/the-china-post/,The China Post,Least,High,chinapost.com.tw
http://www.thechristianleft.org/,https://mediabiasfactcheck.com/the-christian-left/,The Christian Left,Left-Center,High,thechristianleft.org
https://www.thecipherbrief.com/,https://mediabiasfactcheck.com/the-cipher-brief/,The Cipher Brief,Least,High,thecipherbrief.com
https://www.climaterealityproject.org/,https://mediabiasfactcheck.com/the-climate-reality-project/,The Climate Reality Project,Left,High,climaterealityproject.org
https://theconversation.com/us,https://mediabiasfactcheck.com/the-conversation/,The Conversation,Least,High,theconversation.com
http://www.courier-journal.com/,https://mediabiasfactcheck.com/the-courier-journal/,The Courier-Journal,Left-Center,High,courier-journal.com
http://thedailybanter.com/,https://mediabiasfactcheck.com/the-daily-banter/,The Daily Banter,Left,High,thedailybanter.com
http://www.dailyclimate.org/,https://mediabiasfactcheck.com/the-daily-climate/,The Daily Climate,Left-Center,High,dailyclimate.org
http://www.dailytarheel.com/,https://mediabiasfactcheck.com/the-daily-tarheel/,The Daily Tarheel,Left-Center,High,dailytarheel.com
https://www.thedailyvox.co.za/,https://mediabiasfactcheck.com/the-daily-vox/,The Daily Vox,Left,High,thedailyvox.co.za
http://thediplomat.com/,https://mediabiasfactcheck.com/the-diplomat-magazine/,The Diplomat Magazine,Least,High,thediplomat.com
http://economictimes.indiatimes.com/,https://mediabiasfactcheck.com/the-economic-times/,The Economic Times,Left-Center,High,economictimes.indiatimes.com
https://theestablishment.co,https://mediabiasfactcheck.com/the-establishment/,The Establishment,Left,High,theestablishment.co
http://www.fakenewscodex.com/,https://mediabiasfactcheck.com/the-fake-news-codex/,The Fake News Codex,Least,High,fakenewscodex.com
http://www.thefiscaltimes.com/,https://mediabiasfactcheck.com/the-fiscal-times/,The Fiscal Times,Right-Center,High,thefiscaltimes.com
http://forward.com/,https://mediabiasfactcheck.com/the-forward/,The Forward,Left-Center,High,forward.com
http://www.thefrisky.com/,https://mediabiasfactcheck.com/the-frisky/,The Frisky,Left,High,thefrisky.com
http://www.thegazette.com/,https://mediabiasfactcheck.com/the-gazette-cedar-rapids/,The Gazette (Cedar Rapids),Right-Center,High,thegazette.com
http://thehayride.com/,https://mediabiasfactcheck.com/the-hayride/,The Hayride,Right,High,thehayride.com
http://newsite.thehindu.com/,https://mediabiasfactcheck.com/the-hindu/,The Hindu,Left-Center,High,newsite.thehindu.com
https://thehumanist.com/,https://mediabiasfactcheck.com/the-humanist-magazine/,The Humanist Magazine,Least,High,thehumanist.com
http://www.independent.org/,https://mediabiasfactcheck.com/the-independent-review/,The Independent Review,Right-Center,High,independent.org
http://indianexpress.com/,https://mediabiasfactcheck.com/the-indian-express/,The Indian Express,Least,High,indianexpress.com
https://theintellectualist.co/,https://mediabiasfactcheck.com/the-intellectualist/,The Intellectualist,Left,High,theintellectualist.co
http://www.interpretermag.com/,https://mediabiasfactcheck.com/the-interpreter-magazine/,(The) Interpreter Magazine,Left-Center,High,interpretermag.com
http://www.irishtimes.com/,https://mediabiasfactcheck.com/the-irish-times/,The Irish Times,Left-Center,High,irishtimes.com
http://www.irrawaddy.com/,https://mediabiasfactcheck.com/the-irrawaddy/,The Irrawaddy,Left-Center,High,irrawaddy.com
